GEOID,neighbors
1536,"170318430001,170312714001,170312713001,170312712001,170318373001,170312715001"
1537,"170318411004,170313302001,170318432002,170318411003,170313302002,170318419002"
1538,"170318411001,170318411002,170313302001,170318410001,170318411003"
1539,"170318411003,170318411004"
1540,"170314314001,170314308002,170314313021,170314313023,170314314002,170314312002"
1541,"170314312001,170314313023,170314313011,170314313013,170314312002"
1542,"170314312001,170314605001,170314313012,170314313011,170314603021,170314604001"
1543,"170314313023,170314314001,170314313021,170314313022,170314313011,170314314003"
1544,"170314313011,170314314002,170314601001,170314307001,170314313023,170314314001,170319900000,170314314004"
1545,"170315103002,170315103004,170315001004,170318388002"
1546,"170315201001,170315202003"
1547,"170316103003,170315906001,170315906003,170316103001,170318404002,170318403002,170318403003,170318403001,170315807002"
1548,"170318404002,170315905001,170315907001,170315906002,170318403002,170315906003"
1549,"170315905001,170316103001,170315906002,170315907001,170315906001"
1550,"170313403001,170318402001,170318411003,170318401002,170316004001"
1551,"170316004002,170316004003,170318402001,170318401002,170318401001"
1552,"170318401002,170318398001,170316004001,170316004003,170318402001,170316009001,170318398002,170318400001"
1553,"170316004002,170318402001,170316004001"
1554,"170313017022,170313017013,170318305001,170318305002,170313018033,170313018031"
1555,"170313404001,170313405001,170318400001,170318411003,170318401002,170318401001"
1556,"170313404001,170313406001,170318400002,170313504001,170313403001,170318400001,170318420002"
1557,"170314401012,170316915003,170314401013,170316915002,170318343001,170314401021,170318343002,170314401014"
1558,"170314401021,170314401024,170314401022,170314402021,170314402022"
1559,"170314401012,170316915003,170314401013,170314402011,170316915002,170314401011,170314402013,170316914002"
1560,"170314402021,170314401024,170314401022,170314407001,170314401023,170314408001,170314407002,170314402023"
1561,"170314406001,170314407002,170314402021,170314403002,170314402022"
1562,"170314402014,170314402013,170314402011,170314402021,170316914003,170316914002,170316914005"
1563,"170314406001,170314406002,170314403002,170314403004,170314403005,170314403001"
1564,"170314403002,170316913002,170314403003,170314403005,170314403001"
1565,"170316912002,170316913002,170318424002,170314403003,170314403004,170314403001"
1566,"170318424001,170314406002,170318424002,170314403003,170314403004,170314403005"
1567,"170315203001,170315203002,170315204004,170315202003,170315101002,170318388002,170315201001,170315203004"
1568,"170315203002,170315204004,170315201001,170315202002"
1569,"170315203001,170315203003,170315204004,170315204003,170315203004,170315202002"
1570,"170315203002,170315204003,170315203004,170315205001"
1571,"170315201001,170315204002,170315204004,170315204003"
1572,"170315204001,170315204004,170315204003,170315201001,170315205002"
1573,"170315203001,170315203002,170315204001,170315204002,170315204003,170315201001,170315202002"
1574,"170315501005,170315205001,170315501001,170315206001,170315205002"
1575,"170315203003,170315204003,170315205003,170315206001,170315203004,170315205002"
1576,"170318402001,170316007002,170316007001,170316006002,170316009002,170316009003"
1577,"170316007002,170316006001,170316009004,170316006002,170316009003"
1578,"170316009002,170316009001,170318397001,170316009003,170318399002,170318397002"
1579,"170316007002,170318397003,170318399002,170316009002,170318404001,170316009004,170315907002,170316009003"
1580,"170315701001,170315601001,170313018012,170315702001,170318305002,170313018033,170318142001,170313018032,170318305003,170313017022,170318142002"
1581,"170313017023,170313017021,170318305003,170313017022,170313018032,170313016002,170318305001"
1582,"170313406001,170313514001,170318392001,170313515002,170313504001,170313404001,170313405001,170318420001"
1583,"170313501001,170313510002,170313602001,170313510003,170319900000,170313511001,170318365001,170318365002"
1584,"170313501001,170313510002,170318392002,170318395001,170313510001"
1585,"170313510002,170313802001,170318395001,170318396002,170313806001,170313511002"
1586,"170314902002,170318424002,170317109001,170317115001,170317109002,170318340001,170316912002,170314406002,170316912003,170318340002,170314403001"
1587,"170314406002,170314407002,170314403002,170314402023,170314403003,170314409003"
1588,"170314902002,170314902001,170314409003,170318424001,170314406001,170314403003,170318340002,170314403001"
1589,"170314401022,170314407002,170314408001,170314402022,170314409001,170314409003"
1590,"170314406001,170314407001,170314403002,170314402022,170314409001,170314409003,170314402023"
1591,"170314401021,170314401022,170314407001,170314402022,170314408002,170314409001,170314701002"
1592,"170315301002,170315301001,170315302005,170315302004,170314914002,170315302002,170314913002,170314913003"
1593,"170315301002,170315302005,170315306003,170315302001,170315302003,170315305014,170315305011"
1594,"170315303001,170315302005,170315302004,170315304001,170315302002,170315305011"
1595,"170316004002,170318402001,170318397002,170318397003,170316009002,170318398001"
1596,"170316006001,170316009004,170318397003,170318397001,170316009002,170316007001"
1597,"170316004002,170318400001,170318401002,170318398003,170318397002,170318398001"
1598,"170313406001,170318400002,170318401002,170318398003,170316004002,170313403001,170313405001,170318398002,170318399001"
1599,"170318399003,170318400002,170318400001,170318398003,170318399002,170318397002"
1600,"170318399004,170318400002,170318399002,170318399001"
1601,"170318399003,170318399005,170318400002,170318399002"
1602,"170318399004,170318400002,170318426002,170318399002,170318426001"
1603,"170318399003,170318399004,170318399005,170313406001,170318355001,170318426001,170313405001,170318400001,170318399001"
1604,"170312809001,170318380002,170318374002,170318378001,170312827002"
1605,"170312808001,170318380002,170318380001,170318378001,170312827002"
1606,"170313801001,170313510002,170313802001,170313510001,170313511001,170318365001,170318365002,170313511002"
1607,"170319900000,170313901001,170313902001,170318364002,170318365002,170313902002"
1608,"170313902001,170313903002,170318364001,170318365002,170318364003,170313902002"
1609,"170314701001,170314408001,170314409001,170314409002,170314701002"
1610,"170314407001,170314407002,170314408001,170314408002,170314409002,170314409003"
1611,"170314701001,170314902003,170314408002,170314409001,170314409003"
1612,"170314902001,170314409001,170314409002,170314406001,170314406002,170314407001,170314407002,170314902003"
1613,"170318343001,170314503004,170318343006,170314503001,170318343004,170318343005"
1614,"170314801002,170314802002,170314503004,170314802001,170314503001,170318343003,170318343005"
1615,"170318343001,170314401021,170314802002,170318343006,170318343003,170318343004,170314701002"
1616,"170314401021,170314401011,170318343002,170318343006,170318343003,170318343005"
1617,"170315303002,170317506001,170315302004,170315304001,170315302003,170314912002,170315305011"
1618,"170315303001,170315303003,170317506001,170317506002,170315304001"
1619,"170315303002,170317506004,170317506002,170315303004,170315304001,170315304002"
1620,"170318241162,170318241141,170318241161,170318241163"
1621,"170317506004,170315303003,170317506002,170317505003,170317505004,170318212001,170315304002"
1622,"170315305032,170315305011,170315305012,170315303001,170315303002,170315303003,170318214012,170315304002,170318214021,170315302003"
1623,"170318212001,170318214011,170318214012,170315304001,170315303003,170315303004,170317505004"
1624,"170318399005,170315907002,170316113001,170316112002,170318399002,170318426001,170318426004,170318438001,170316112001,170316103001,170316103002,170316104001,170316122001,170316122002,170316122003"
1625,"170315907002,170318426002,170316103003,170316103002,170315905001,170315907001,170315906003"
1626,"170318426002,170316103001,170316104001,170316103003"
1627,"170316103003,170316103002,170316113001,170318426002,170316113003,170316114001,170316112002"
1628,"170312522021,170312522024,170312517001,170312518005,170312518003"
1629,"170312522011,170312522024,170312516002,170312518002,170312517001,170312518001,170312518004"
1630,"170312522011,170312521024,170312518005,170312519002,170312518002"
1631,"170312519002,170312515002,170312516002,170312516003,170312515004,170312518005,170312518001"
1632,"170312520002,170312520003,170312520004,170312519003,170312514004,170312515004,170312519004"
1633,"170312520001,170312521011,170312520003,170312520004,170312519003,170312521024,170312519004"
1634,"170312520001,170312521011,170312520002,170312520004,170318126002,170318126001,170318130001"
1635,"170312520001,170312520002,170312520003,170318126002,170318126001,170318125002,170312514004"
1636,"170318107023,170318108001,170318111001,170318111002,170318111003,170318112001,170318112003"
1637,"170318043161,170318045121,170318045063,170318045132,170318045133,170318043162,170318045061"
1638,"170312819003,170318391002,170318331004,170318419001"
1639,"170312819003,170312801001"
1640,"170318331004,170312819001,170318390002,170318331001,170318391002,170318333001,170318390001,170318419002,170312838001"
1641,"170313801001,170313602001,170318360002,170318360001,170313806001,170318396001,170313806002,170313511002"
1642,"170314503004,170314605004,170314605005,170314503003,170314503001"
1643,"170314801002,170314503004,170314608004,170314605004,170314605003,170314503002,170314503001,170314604004,170314801001,170314805003"
1644,"170314601002,170314603022,170314601001,170314601004,170314603024"
1645,"170314603023,170314602002,170314601001,170314601003,170314603024"
1646,"170314601001,170314602002"
1647,"170315305012,170315303001,170315302003,170315304001,170315302002,170315305013,170315305014"
1648,"170315304001,170318214021,170315305032,170315305013,170315305011"
1649,"170318214021,170315305033,170318214022,170318215001"
1650,"170315301002,170315301001,170315306002,170315401021,170315305021,170318215001,170315306003"
1651,"170315306001,170315305014,170315306003,170315305021"
1652,"170315301002,170315306001,170315306002,170315302002,170315305014"
1653,"170318426004,170316108001,170318426001"
1654,"170316108001,170316121001,170318426004,170318438002,170318426002,170318355002,170318356001,170318356002,170316122003"
1655,"170316113002,170318426002,170316113003,170316104001,170316112002"
1656,"170312507001,170312511004,170312507003,170312512004,170312507005,170312508001,170312508002"
1657,"170312506002,170312512001,170312513001,170312507004,170312507002,170312512004,170312507005"
1658,"170312506001,170312506002,170312503003,170312507003,170312504002,170312507005"
1659,"170312503002,170312507001,170312503003,170312507003,170312507004,170312507002"
